gene_name,gene_id,start,end,chromosome,chromosome_nc
DAZAP1,gene-DAZAP1,1181416,1208784,chr6,NC_023647.1
RPS15,gene-RPS15,1211716,1213896,chr6,NC_023647.1
APC2,gene-APC2,1218684,1244343,chr6,NC_023647.1
C6H19orf25,gene-C6H19orf25,1245150,1250512,chr6,NC_023647.1
PCSK4,gene-PCSK4,1253729,1264114,chr6,NC_023647.1
LOC103234308,gene-LOC103234308,1259148,1259890,chr6,NC_023647.1
REEP6,gene-REEP6,1264551,1271674,chr6,NC_023647.1
ADAMTSL5,gene-ADAMTSL5,1278045,1287257,chr6,NC_023647.1
PLK5,gene-PLK5,1301199,1309349,chr6,NC_023647.1
MEX3D,gene-MEX3D,1315113,1347540,chr6,NC_023647.1
MBD3,gene-MBD3,1357388,1371835,chr6,NC_023647.1
LOC103234309,gene-LOC103234309,1365012,1365252,chr6,NC_023647.1
LOC103233614,gene-LOC103233614,1378019,1388975,chr6,NC_023647.1
TCF3,gene-TCF3,1393147,1440515,chr6,NC_023647.1
LOC103234323,gene-LOC103234323,1543796,1565683,chr6,NC_023647.1
ATP8B3,gene-ATP8B3,1575914,1602798,chr6,NC_023647.1
REXO1,gene-REXO1,1605913,1638819,chr6,NC_023647.1
LOC103233623,gene-LOC103233623,1612634,1613998,chr6,NC_023647.1
LOC103233622,gene-LOC103233622,1656339,1666693,chr6,NC_023647.1
KLF16,gene-KLF16,1657265,1668431,chr6,NC_023647.1
LOC103233620,gene-LOC103233620,1673664,1678737,chr6,NC_023647.1
ABHD17A,gene-ABHD17A,1678836,1687370,chr6,NC_023647.1
SCAMP4,gene-SCAMP4,1695545,1718633,chr6,NC_023647.1
ADAT3,gene-ADAT3,1695897,1705718,chr6,NC_023647.1
CSNK1G2,gene-CSNK1G2,1743018,1781844,chr6,NC_023647.1
LOC103233629,gene-LOC103233629,1751814,1755470,chr6,NC_023647.1
BTBD2,gene-BTBD2,1785433,1809931,chr6,NC_023647.1
MKNK2,gene-MKNK2,1836009,1851325,chr6,NC_023647.1
MOB3A,gene-MOB3A,1872426,1897476,chr6,NC_023647.1
IZUMO4,gene-IZUMO4,1897533,1900266,chr6,NC_023647.1
AP3D1,gene-AP3D1,1901669,1951352,chr6,NC_023647.1
DOT1L,gene-DOT1L,1962077,2030732,chr6,NC_023647.1
LOC103233644,gene-LOC103233644,1976790,1977587,chr6,NC_023647.1
PLEKHJ1,gene-PLEKHJ1,2031245,2034791,chr6,NC_023647.1
SF3A2,gene-SF3A2,2034892,2047653,chr6,NC_023647.1
AMH,gene-AMH,2047756,2051073,chr6,NC_023647.1
JSRP1,gene-JSRP1,2051075,2055842,chr6,NC_023647.1
OAZ1,gene-OAZ1,2061774,2065595,chr6,NC_023647.1
C6H19orf35,gene-C6H19orf35,2066731,2074189,chr6,NC_023647.1
LINGO3,gene-LINGO3,2081234,2103094,chr6,NC_023647.1
LSM7,gene-LSM7,2108212,2121547,chr6,NC_023647.1
SPPL2B,gene-SPPL2B,2121568,2142746,chr6,NC_023647.1
TMPRSS9,gene-TMPRSS9,2148025,2205398,chr6,NC_023647.1
LOC103233633,gene-LOC103233633,2201708,2203466,chr6,NC_023647.1
TIMM13,gene-TIMM13,2204751,2207044,chr6,NC_023647.1
LMNB2,gene-LMNB2,2207096,2234258,chr6,NC_023647.1
GADD45B,gene-GADD45B,2248566,2250718,chr6,NC_023647.1
LOC103234326,gene-LOC103234326,2284009,2285111,chr6,NC_023647.1
GNG7,gene-GNG7,2287339,2485304,chr6,NC_023647.1
DIRAS1,gene-DIRAS1,2491978,2494791,chr6,NC_023647.1
LOC103233655,gene-LOC103233655,2500760,2501313,chr6,NC_023647.1
SLC39A3,gene-SLC39A3,2508561,2518659,chr6,NC_023647.1
SGTA,gene-SGTA,2534398,2562306,chr6,NC_023647.1
THOP1,gene-THOP1,2564445,2590029,chr6,NC_023647.1
ZNF554,gene-ZNF554,2595297,2610917,chr6,NC_023647.1
ZNF555,gene-ZNF555,2617392,2632038,chr6,NC_023647.1
ZNF556,gene-ZNF556,2649000,2662610,chr6,NC_023647.1
ZNF57,gene-ZNF57,2675126,2695326,chr6,NC_023647.1
LOC103233665,gene-LOC103233665,2709670,2719315,chr6,NC_023647.1
TLE6,gene-TLE6,2750838,2768451,chr6,NC_023647.1
TLE2,gene-TLE2,2770558,2792228,chr6,NC_023647.1
LOC103233667,gene-LOC103233667,2792903,2795083,chr6,NC_023647.1
LOC103233666,gene-LOC103233666,2812071,2817639,chr6,NC_023647.1
AES,gene-AES,2822814,2832625,chr6,NC_023647.1
LOC103233669,gene-LOC103233669,2839579,2842975,chr6,NC_023647.1
GNA11,gene-GNA11,2858880,2887694,chr6,NC_023647.1
GNA15,gene-GNA15,2901502,2930567,chr6,NC_023647.1
S1PR4,gene-S1PR4,2941446,2943452,chr6,NC_023647.1
NCLN,gene-NCLN,2948723,2975465,chr6,NC_023647.1
CELF5,gene-CELF5,2988764,3065099,chr6,NC_023647.1
LOC103233676,gene-LOC103233676,3040740,3049241,chr6,NC_023647.1
LOC103233674,gene-LOC103233674,3051997,3058975,chr6,NC_023647.1
LOC103233678,gene-LOC103233678,3094994,3108447,chr6,NC_023647.1
NFIC,gene-NFIC,3128553,3232485,chr6,NC_023647.1
SMIM24,gene-SMIM24,3239431,3245682,chr6,NC_023647.1
DOHH,gene-DOHH,3256088,3272082,chr6,NC_023647.1
FZR1,gene-FZR1,3272247,3300370,chr6,NC_023647.1
C6H19orf71,gene-C6H19orf71,3302165,3307687,chr6,NC_023647.1
MFSD12,gene-MFSD12,3307855,3322966,chr6,NC_023647.1
HMG20B,gene-HMG20B,3333731,3340033,chr6,NC_023647.1
GIPC3,gene-GIPC3,3345218,3349422,chr6,NC_023647.1
TBXA2R,gene-TBXA2R,3354358,3365779,chr6,NC_023647.1
LOC103233688,gene-LOC103233688,3359760,3366136,chr6,NC_023647.1
CACTIN,gene-CACTIN,3369445,3386684,chr6,NC_023647.1
PIP5K1C,gene-PIP5K1C,3389575,3454108,chr6,NC_023647.1
TJP3,gene-TJP3,3474639,3505801,chr6,NC_023647.1
APBA3,gene-APBA3,3505907,3517464,chr6,NC_023647.1
MRPL54,gene-MRPL54,3518333,3523178,chr6,NC_023647.1
RAX2,gene-RAX2,3524725,3528361,chr6,NC_023647.1
MATK,gene-MATK,3533363,3542034,chr6,NC_023647.1
ZFR2,gene-ZFR2,3560845,3626581,chr6,NC_023647.1
ATCAY,gene-ATCAY,3643754,3678864,chr6,NC_023647.1
NMRK2,gene-NMRK2,3685337,3697868,chr6,NC_023647.1
DAPK3,gene-DAPK3,3713179,3729223,chr6,NC_023647.1
EEF2,gene-EEF2,3733056,3742526,chr6,NC_023647.1
PIAS4,gene-PIAS4,3768100,3797377,chr6,NC_023647.1
ZBTB7A,gene-ZBTB7A,3802171,3824552,chr6,NC_023647.1
MAP2K2,gene-MAP2K2,3848441,3881367,chr6,NC_023647.1
CREB3L3,gene-CREB3L3,3905774,3922623,chr6,NC_023647.1
SIRT6,gene-SIRT6,3924230,3932583,chr6,NC_023647.1
ANKRD24,gene-ANKRD24,3932677,3972476,chr6,NC_023647.1
EBI3,gene-EBI3,3975805,3985389,chr6,NC_023647.1
CCDC94,gene-CCDC94,3995769,4013288,chr6,NC_023647.1
SHD,gene-SHD,4021013,4030904,chr6,NC_023647.1
TMIGD2,gene-TMIGD2,4032790,4040261,chr6,NC_023647.1
FSD1,gene-FSD1,4042375,4059579,chr6,NC_023647.1
LOC103233708,gene-LOC103233708,4056714,4068979,chr6,NC_023647.1
LOC103233707,gene-LOC103233707,4059794,4065594,chr6,NC_023647.1
MPND,gene-MPND,4072007,4090524,chr6,NC_023647.1
SH3GL1,gene-SH3GL1,4090800,4130566,chr6,NC_023647.1
CHAF1A,gene-CHAF1A,4134405,4174281,chr6,NC_023647.1
UBXN6,gene-UBXN6,4175858,4188687,chr6,NC_023647.1
LOC103233701,gene-LOC103233701,4200031,4230941,chr6,NC_023647.1
PLIN4,gene-PLIN4,4232908,4247248,chr6,NC_023647.1
PLIN5,gene-PLIN5,4251316,4262656,chr6,NC_023647.1
LOC103234332,gene-LOC103234332,4267263,4267877,chr6,NC_023647.1
LRG1,gene-LRG1,4272231,4275060,chr6,NC_023647.1
SEMA6B,gene-SEMA6B,4276548,4304738,chr6,NC_023647.1
LOC103233723,gene-LOC103233723,4346578,4360807,chr6,NC_023647.1
TNFAIP8L1,gene-TNFAIP8L1,4361598,4371781,chr6,NC_023647.1
C6H19orf10,gene-C6H19orf10,4382659,4389712,chr6,NC_023647.1
DPP9,gene-DPP9,4394367,4441504,chr6,NC_023647.1
LOC103234310,gene-LOC103234310,4395005,4395589,chr6,NC_023647.1
LOC103233725,gene-LOC103233725,4406964,4410565,chr6,NC_023647.1
TRNAG-UCC,gene-TRNAG-UCC,4441732,4441803,chr6,NC_023647.1
TRNAV-CAC,gene-TRNAV-CAC,4442283,4442355,chr6,NC_023647.1
LOC103233728,gene-LOC103233728,4470350,4479932,chr6,NC_023647.1
LOC103233729,gene-LOC103233729,4480691,4482551,chr6,NC_023647.1
FEM1A,gene-FEM1A,4503012,4506873,chr6,NC_023647.1
TICAM1,gene-TICAM1,4526719,4543251,chr6,NC_023647.1
PLIN3,gene-PLIN3,4538877,4565595,chr6,NC_023647.1
ARRDC5,gene-ARRDC5,4578953,4584429,chr6,NC_023647.1
UHRF1,gene-UHRF1,4592362,4642179,chr6,NC_023647.1
KDM4B,gene-KDM4B,4649140,4831634,chr6,NC_023647.1
PTPRS,gene-PTPRS,4880942,5019654,chr6,NC_023647.1
LOC103233738,gene-LOC103233738,5095765,5103206,chr6,NC_023647.1
ZNRF4,gene-ZNRF4,5127332,5129463,chr6,NC_023647.1
SAFB2,gene-SAFB2,5244072,5281053,chr6,NC_023647.1
SAFB,gene-SAFB,5281171,5326049,chr6,NC_023647.1
C6H19orf70,gene-C6H19orf70,5326821,5338848,chr6,NC_023647.1
HSD11B1L,gene-HSD11B1L,5338711,5347512,chr6,NC_023647.1
RPL36,gene-RPL36,5347618,5348818,chr6,NC_023647.1
LONP1,gene-LONP1,5348968,5371521,chr6,NC_023647.1
CATSPERD,gene-CATSPERD,5371611,5425288,chr6,NC_023647.1
PRR22,gene-PRR22,5428380,5430460,chr6,NC_023647.1
DUS3L,gene-DUS3L,5430558,5437638,chr6,NC_023647.1
NRTN,gene-NRTN,5444514,5458769,chr6,NC_023647.1
LOC103233750,gene-LOC103233750,5462993,5465302,chr6,NC_023647.1
FUT5,gene-FUT5,5495756,5504981,chr6,NC_023647.1
NDUFA11,gene-NDUFA11,5517871,5529754,chr6,NC_023647.1
VMAC,gene-VMAC,5525250,5525993,chr6,NC_023647.1
CAPS,gene-CAPS,5529604,5546093,chr6,NC_023647.1
LOC103233755,gene-LOC103233755,5530598,5560988,chr6,NC_023647.1
LOC103233753,gene-LOC103233753,5546892,5557339,chr6,NC_023647.1
LOC103233752,gene-LOC103233752,5561787,5623452,chr6,NC_023647.1
RFX2,gene-RFX2,5637086,5758000,chr6,NC_023647.1
LOC103233760,gene-LOC103233760,5687982,5688497,chr6,NC_023647.1
LOC103233759,gene-LOC103233759,5715623,5717572,chr6,NC_023647.1
LOC103233758,gene-LOC103233758,5719534,5726957,chr6,NC_023647.1
ACSBG2,gene-ACSBG2,5778036,5824597,chr6,NC_023647.1
MLLT1,gene-MLLT1,5835483,5913096,chr6,NC_023647.1
LOC103233765,gene-LOC103233765,5935063,5945108,chr6,NC_023647.1
LOC103234341,gene-LOC103234341,5949286,5978282,chr6,NC_023647.1
CLPP,gene-CLPP,5977339,5984926,chr6,NC_023647.1
ALKBH7,gene-ALKBH7,5988610,5991194,chr6,NC_023647.1
PSPN,gene-PSPN,5991311,5993397,chr6,NC_023647.1
GTF2F1,gene-GTF2F1,5996585,6006893,chr6,NC_023647.1
LOC103233768,gene-LOC103233768,6003446,6003669,chr6,NC_023647.1
LOC103233767,gene-LOC103233767,6004384,6018271,chr6,NC_023647.1
KHSRP,gene-KHSRP,6018399,6029807,chr6,NC_023647.1
SLC25A41,gene-SLC25A41,6031015,6038496,chr6,NC_023647.1
SLC25A23,gene-SLC25A23,6042186,6063969,chr6,NC_023647.1
CRB3,gene-CRB3,6062459,6070989,chr6,NC_023647.1
DENND1C,gene-DENND1C,6070956,6086727,chr6,NC_023647.1
LOC103233776,gene-LOC103233776,6094164,6096107,chr6,NC_023647.1
LOC103233777,gene-LOC103233777,6104265,6111966,chr6,NC_023647.1
TNFSF9,gene-TNFSF9,6131157,6136345,chr6,NC_023647.1
CD70,gene-CD70,6188720,6202212,chr6,NC_023647.1
TNFSF14,gene-TNFSF14,6235641,6241706,chr6,NC_023647.1
C3,gene-C3,6250422,6289264,chr6,NC_023647.1
GPR108,gene-GPR108,6299294,6306957,chr6,NC_023647.1
TRIP10,gene-TRIP10,6308678,6321141,chr6,NC_023647.1
SH2D3A,gene-SH2D3A,6321187,6334922,chr6,NC_023647.1
VAV1,gene-VAV1,6337255,6415851,chr6,NC_023647.1
LOC103234344,gene-LOC103234344,6415744,6416949,chr6,NC_023647.1
EMR1,gene-EMR1,6444621,6499438,chr6,NC_023647.1
LOC103234345,gene-LOC103234345,6505021,6550108,chr6,NC_023647.1
LOC103233788,gene-LOC103233788,6540747,6547880,chr6,NC_023647.1
LOC103233787,gene-LOC103233787,6558058,6560556,chr6,NC_023647.1
LOC103233789,gene-LOC103233789,6563341,6567715,chr6,NC_023647.1
LOC103233790,gene-LOC103233790,6576414,6579516,chr6,NC_023647.1
ZNF557,gene-ZNF557,6587131,6601906,chr6,NC_023647.1
INSR,gene-INSR,6625951,6803610,chr6,NC_023647.1
LOC103233794,gene-LOC103233794,6733391,6734317,chr6,NC_023647.1
ARHGEF18,gene-ARHGEF18,6846595,6972701,chr6,NC_023647.1
PEX11G,gene-PEX11G,6975467,7000937,chr6,NC_023647.1
C6H19orf45,gene-C6H19orf45,6992822,7004362,chr6,NC_023647.1
ZNF358,gene-ZNF358,7011795,7017516,chr6,NC_023647.1
MCOLN1,gene-MCOLN1,7019132,7030675,chr6,NC_023647.1
PNPLA6,gene-PNPLA6,7030802,7056664,chr6,NC_023647.1
CAMSAP3,gene-CAMSAP3,7085113,7104133,chr6,NC_023647.1
XAB2,gene-XAB2,7105353,7116063,chr6,NC_023647.1
PET100,gene-PET100,7116233,7118101,chr6,NC_023647.1
PCP2,gene-PCP2,7118091,7123489,chr6,NC_023647.1
STXBP2,gene-STXBP2,7123564,7133459,chr6,NC_023647.1
RETN,gene-RETN,7154771,7156459,chr6,NC_023647.1
MCEMP1,gene-MCEMP1,7163068,7166861,chr6,NC_023647.1
TRAPPC5,gene-TRAPPC5,7167402,7169455,chr6,NC_023647.1
FCER2,gene-FCER2,7175032,7189002,chr6,NC_023647.1
CLEC4G,gene-CLEC4G,7206303,7211213,chr6,NC_023647.1
CD209,gene-CD209,7219576,7235755,chr6,NC_023647.1
EVI5L,gene-EVI5L,7286836,7320475,chr6,NC_023647.1
LOC103233818,gene-LOC103233818,7324004,7330500,chr6,NC_023647.1
LRRC8E,gene-LRRC8E,7337918,7351914,chr6,NC_023647.1
LOC103233821,gene-LOC103233821,7354193,7355287,chr6,NC_023647.1
MAP2K7,gene-MAP2K7,7355387,7365944,chr6,NC_023647.1
TGFBR3L,gene-TGFBR3L,7366040,7370498,chr6,NC_023647.1
SNAPC2,gene-SNAPC2,7371623,7374617,chr6,NC_023647.1
CTXN1,gene-CTXN1,7375855,7377536,chr6,NC_023647.1
LOC103233827,gene-LOC103233827,7376939,7378282,chr6,NC_023647.1
TIMM44,gene-TIMM44,7378091,7394927,chr6,NC_023647.1
ELAVL1,gene-ELAVL1,7419489,7448917,chr6,NC_023647.1
CCL25,gene-CCL25,7496463,7504637,chr6,NC_023647.1
LOC103234347,gene-LOC103234347,7507652,7594703,chr6,NC_023647.1
LOC103233832,gene-LOC103233832,7529578,7533409,chr6,NC_023647.1
LOC103233833,gene-LOC103233833,7604266,7624654,chr6,NC_023647.1
CD320,gene-CD320,7666201,7673088,chr6,NC_023647.1
NDUFA7,gene-NDUFA7,7675813,7684746,chr6,NC_023647.1
RPS28,gene-RPS28,7684720,7685597,chr6,NC_023647.1
KANK3,gene-KANK3,7685785,7717105,chr6,NC_023647.1
ANGPTL4,gene-ANGPTL4,7719359,7728799,chr6,NC_023647.1
RAB11B,gene-RAB11B,7743130,7757237,chr6,NC_023647.1
LOC103234348,gene-LOC103234348,7756600,7790121,chr6,NC_023647.1
LOC103233841,gene-LOC103233841,7765997,7775996,chr6,NC_023647.1
HNRNPM,gene-HNRNPM,7795996,7839506,chr6,NC_023647.1
PRAM1,gene-PRAM1,7840452,7857049,chr6,NC_023647.1
ZNF414,gene-ZNF414,7861058,7864913,chr6,NC_023647.1
MYO1F,gene-MYO1F,7872060,7920845,chr6,NC_023647.1
ADAMTS10,gene-ADAMTS10,7923429,7954733,chr6,NC_023647.1
LOC103233844,gene-LOC103233844,8001150,8022116,chr6,NC_023647.1
ACTL9,gene-ACTL9,8045858,8047510,chr6,NC_023647.1
LOC103233846,gene-LOC103233846,8055117,8058742,chr6,NC_023647.1
ZNF558,gene-ZNF558,8075747,8087665,chr6,NC_023647.1
LOC103233849,gene-LOC103233849,8087910,8094944,chr6,NC_023647.1
MBD3L1,gene-MBD3L1,8100552,8104201,chr6,NC_023647.1
MUC16,gene-MUC16,8110087,8256015,chr6,NC_023647.1
LOC103233850,gene-LOC103233850,8242741,8275422,chr6,NC_023647.1
LOC103233852,gene-LOC103233852,8341735,8343035,chr6,NC_023647.1
ZNF317,gene-ZNF317,8360765,8383473,chr6,NC_023647.1
LOC103233855,gene-LOC103233855,8386269,8409876,chr6,NC_023647.1
LOC103234353,gene-LOC103234353,8415504,8418956,chr6,NC_023647.1
LOC103233856,gene-LOC103233856,8428545,8432888,chr6,NC_023647.1
LOC103234354,gene-LOC103234354,8434723,8443826,chr6,NC_023647.1
LOC103233858,gene-LOC103233858,8472879,8474597,chr6,NC_023647.1
ZNF699,gene-ZNF699,8487210,8502293,chr6,NC_023647.1
ZNF559,gene-ZNF559,8523687,8557875,chr6,NC_023647.1
ZNF177,gene-ZNF177,8557090,8561347,chr6,NC_023647.1
LOC103233863,gene-LOC103233863,8564794,8571609,chr6,NC_023647.1
ZNF266,gene-ZNF266,8585030,8609682,chr6,NC_023647.1
ZNF560,gene-ZNF560,8632432,8675720,chr6,NC_023647.1
ZNF426,gene-ZNF426,8697754,8709321,chr6,NC_023647.1
ZNF121,gene-ZNF121,8724345,8727719,chr6,NC_023647.1
LOC103233870,gene-LOC103233870,8765506,8776583,chr6,NC_023647.1
ZNF562,gene-ZNF562,8798094,8815962,chr6,NC_023647.1
LOC103233872,gene-LOC103233872,8829540,8834189,chr6,NC_023647.1
ZNF846,gene-ZNF846,8831698,8879940,chr6,NC_023647.1
UBL5,gene-UBL5,8899889,8902462,chr6,NC_023647.1
FBXL12,gene-FBXL12,8905168,8911659,chr6,NC_023647.1
PIN1,gene-PIN1,8920860,8935943,chr6,NC_023647.1
OLFM2,gene-OLFM2,8939966,8947913,chr6,NC_023647.1
LOC103234356,gene-LOC103234356,9000485,9009162,chr6,NC_023647.1
COL5A3,gene-COL5A3,9033298,9092061,chr6,NC_023647.1
RDH8,gene-RDH8,9096680,9102770,chr6,NC_023647.1
LOC103234358,gene-LOC103234358,9114212,9131994,chr6,NC_023647.1
LOC103233887,gene-LOC103233887,9132844,9134281,chr6,NC_023647.1
LOC103234359,gene-LOC103234359,9133793,9148839,chr6,NC_023647.1
C6H19orf66,gene-C6H19orf66,9152015,9162883,chr6,NC_023647.1
ANGPTL6,gene-ANGPTL6,9162219,9175163,chr6,NC_023647.1
LOC103233883,gene-LOC103233883,9174978,9180121,chr6,NC_023647.1
P2RY11,gene-P2RY11,9180132,9183643,chr6,NC_023647.1
EIF3G,gene-EIF3G,9183740,9188896,chr6,NC_023647.1
DNMT1,gene-DNMT1,9199006,9263890,chr6,NC_023647.1
S1PR2,gene-S1PR2,9281130,9291705,chr6,NC_023647.1
MRPL4,gene-MRPL4,9304882,9314215,chr6,NC_023647.1
LOC103233890,gene-LOC103233890,9314220,9315123,chr6,NC_023647.1
ICAM1,gene-ICAM1,9320991,9338125,chr6,NC_023647.1
ICAM4,gene-ICAM4,9338478,9340029,chr6,NC_023647.1
ICAM5,gene-ICAM5,9341012,9348284,chr6,NC_023647.1
ZGLP1,gene-ZGLP1,9353883,9359187,chr6,NC_023647.1
FDX1L,gene-FDX1L,9359446,9364702,chr6,NC_023647.1
RAVER1,gene-RAVER1,9364903,9387874,chr6,NC_023647.1
TYK2,gene-TYK2,9399945,9420054,chr6,NC_023647.1
CDC37,gene-CDC37,9427220,9439469,chr6,NC_023647.1
LOC103234361,gene-LOC103234361,9455471,9503809,chr6,NC_023647.1
KEAP1,gene-KEAP1,9515789,9526699,chr6,NC_023647.1
S1PR5,gene-S1PR5,9537083,9542610,chr6,NC_023647.1
ATG4D,gene-ATG4D,9555792,9565295,chr6,NC_023647.1
KRI1,gene-KRI1,9564977,9579267,chr6,NC_023647.1
AP1M2,gene-AP1M2,9576581,9594410,chr6,NC_023647.1
CDKN2D,gene-CDKN2D,9579648,9582249,chr6,NC_023647.1
SLC44A2,gene-SLC44A2,9607224,9646535,chr6,NC_023647.1
LOC103233907,gene-LOC103233907,9640503,9642217,chr6,NC_023647.1
ILF3,gene-ILF3,9654632,9692202,chr6,NC_023647.1
QTRT1,gene-QTRT1,9704002,9709990,chr6,NC_023647.1
DNM2,gene-DNM2,9718014,9830061,chr6,NC_023647.1
TMED1,gene-TMED1,9829529,9833559,chr6,NC_023647.1
LOC103233913,gene-LOC103233913,9855101,9865266,chr6,NC_023647.1
CARM1,gene-CARM1,9866715,9915655,chr6,NC_023647.1
LOC103234363,gene-LOC103234363,9915133,9927917,chr6,NC_023647.1
YIPF2,gene-YIPF2,9919659,9920877,chr6,NC_023647.1
C6H19orf52,gene-C6H19orf52,9920952,9922407,chr6,NC_023647.1
SMARCA4,gene-SMARCA4,9943162,10044476,chr6,NC_023647.1
LDLR,gene-LDLR,10062204,10091780,chr6,NC_023647.1
KANK2,gene-KANK2,10095319,10131985,chr6,NC_023647.1
DOCK6,gene-DOCK6,10133688,10191995,chr6,NC_023647.1
C6H19orf80,gene-C6H19orf80,10169733,10172433,chr6,NC_023647.1
TSPAN16,gene-TSPAN16,10219340,10242665,chr6,NC_023647.1
RAB3D,gene-RAB3D,10250538,10273340,chr6,NC_023647.1
TMEM205,gene-TMEM205,10276362,10280154,chr6,NC_023647.1
CCDC159,gene-CCDC159,10280282,10289141,chr6,NC_023647.1
LOC103233923,gene-LOC103233923,10289234,10300511,chr6,NC_023647.1
SWSAP1,gene-SWSAP1,10308727,10311657,chr6,NC_023647.1
EPOR,gene-EPOR,10313382,10320196,chr6,NC_023647.1
RGL3,gene-RGL3,10320348,10348188,chr6,NC_023647.1
CCDC151,gene-CCDC151,10349063,10360292,chr6,NC_023647.1
PRKCSH,gene-PRKCSH,10360392,10375785,chr6,NC_023647.1
ELAVL3,gene-ELAVL3,10378651,10405198,chr6,NC_023647.1
ZNF653,gene-ZNF653,10407624,10430246,chr6,NC_023647.1
ECSIT,gene-ECSIT,10430333,10440047,chr6,NC_023647.1
CNN1,gene-CNN1,10461140,10470813,chr6,NC_023647.1
ELOF1,gene-ELOF1,10473519,10479856,chr6,NC_023647.1
ACP5,gene-ACP5,10488572,10493508,chr6,NC_023647.1
ZNF627,gene-ZNF627,10507336,10531900,chr6,NC_023647.1
ZNF823,gene-ZNF823,10626862,10644881,chr6,NC_023647.1
ZNF441,gene-ZNF441,10671048,10685663,chr6,NC_023647.1
LOC103233945,gene-LOC103233945,10714819,10723478,chr6,NC_023647.1
LOC103233944,gene-LOC103233944,10724388,10742198,chr6,NC_023647.1
LOC103233955,gene-LOC103233955,10753984,10754492,chr6,NC_023647.1
LOC103233954,gene-LOC103233954,10754556,10769513,chr6,NC_023647.1
LOC103233952,gene-LOC103233952,10790136,10812613,chr6,NC_023647.1
LOC103233951,gene-LOC103233951,10812289,10812613,chr6,NC_023647.1
ZNF433,gene-ZNF433,10843188,10868927,chr6,NC_023647.1
LOC103233946,gene-LOC103233946,10867564,10900304,chr6,NC_023647.1
ZNF878,gene-ZNF878,10869044,10877646,chr6,NC_023647.1
LOC103233961,gene-LOC103233961,10910419,10929939,chr6,NC_023647.1
LOC103233959,gene-LOC103233959,10929949,10930506,chr6,NC_023647.1
LOC103233958,gene-LOC103233958,10937155,10944272,chr6,NC_023647.1
ZNF20,gene-ZNF20,10949115,10962152,chr6,NC_023647.1
ZNF625,gene-ZNF625,10963427,10964799,chr6,NC_023647.1
ZNF136,gene-ZNF136,10984818,11012092,chr6,NC_023647.1
LOC103233963,gene-LOC103233963,11043359,11051319,chr6,NC_023647.1
ZNF44,gene-ZNF44,11063515,11107460,chr6,NC_023647.1
ZNF563,gene-ZNF563,11127495,11138817,chr6,NC_023647.1
ZNF442,gene-ZNF442,11131675,11182111,chr6,NC_023647.1
LOC103233970,gene-LOC103233970,11176908,11182111,chr6,NC_023647.1
ZNF709,gene-ZNF709,11196988,11213575,chr6,NC_023647.1
LOC103233973,gene-LOC103233973,11238707,11257482,chr6,NC_023647.1
ZNF490,gene-ZNF490,11282982,11309779,chr6,NC_023647.1
ZNF791,gene-ZNF791,11309775,11324707,chr6,NC_023647.1
MAN2B1,gene-MAN2B1,11334639,11355391,chr6,NC_023647.1
WDR83OS,gene-WDR83OS,11356542,11358109,chr6,NC_023647.1
WDR83,gene-WDR83,11358172,11364301,chr6,NC_023647.1
DHPS,gene-DHPS,11364192,11370485,chr6,NC_023647.1
FBXW9,gene-FBXW9,11376476,11384600,chr6,NC_023647.1
TNPO2,gene-TNPO2,11387993,11414681,chr6,NC_023647.1
C6H19orf43,gene-C6H19orf43,11419982,11424075,chr6,NC_023647.1
ASNA1,gene-ASNA1,11426857,11437343,chr6,NC_023647.1
BEST2,gene-BEST2,11438981,11447952,chr6,NC_023647.1
HOOK2,gene-HOOK2,11452154,11464718,chr6,NC_023647.1
JUNB,gene-JUNB,11479108,11480942,chr6,NC_023647.1
PRDX2,gene-PRDX2,11484452,11489067,chr6,NC_023647.1
RNASEH2A,gene-RNASEH2A,11493752,11501167,chr6,NC_023647.1
RTBDN,gene-RTBDN,11508417,11524011,chr6,NC_023647.1
MAST1,gene-MAST1,11516337,11555940,chr6,NC_023647.1
DNASE2,gene-DNASE2,11557034,11570117,chr6,NC_023647.1
KLF1,gene-KLF1,11563773,11566615,chr6,NC_023647.1
GCDH,gene-GCDH,11572512,11588108,chr6,NC_023647.1
SYCE2,gene-SYCE2,11581915,11599770,chr6,NC_023647.1
LOC103233998,gene-LOC103233998,11586354,11587826,chr6,NC_023647.1
FARSA,gene-FARSA,11602352,11613851,chr6,NC_023647.1
CALR,gene-CALR,11618691,11624299,chr6,NC_023647.1
RAD23A,gene-RAD23A,11625464,11633922,chr6,NC_023647.1
GADD45GIP1,gene-GADD45GIP1,11634435,11637462,chr6,NC_023647.1
DAND5,gene-DAND5,11648881,11652815,chr6,NC_023647.1
NFIX,gene-NFIX,11705323,11778943,chr6,NC_023647.1
LYL1,gene-LYL1,11778634,11785474,chr6,NC_023647.1
TRMT1,gene-TRMT1,11786279,11799270,chr6,NC_023647.1
NACC1,gene-NACC1,11800219,11825232,chr6,NC_023647.1
STX10,gene-STX10,11827745,11833916,chr6,NC_023647.1
IER2,gene-IER2,11834998,11838421,chr6,NC_023647.1
LOC103234016,gene-LOC103234016,11841493,11856072,chr6,NC_023647.1
LOC103234015,gene-LOC103234015,11855161,11881027,chr6,NC_023647.1
CACNA1A,gene-CACNA1A,11883353,12307023,chr6,NC_023647.1
